secaoprincipal;zona;codmunicipio;municipio;codlocal;localvotacao;endereco;bairro;cep;aptos
335;112;13897;FORTALEZA;1058;COLÉGIO ÁGAPE;AV HERMINIO DE CASTRO, 140;PARQUE MANIBURA;60821825;399
338;112;13897;FORTALEZA;1082;COLÉGIO IRMÃ MARIA MONTENEGRO WS;RUA CAETANO XIMENES ARAGÃO, 110;EDSON QUEIROZ;60813620;396
339;112;13897;FORTALEZA;1074;COLÉGIO DÁULIA BRINGEL;RUA TRAJANO ALVES DE AGUIAR, 55;CIDADE DOS FUNCIONÁRIOS;60822060;365
340;112;13897;FORTALEZA;1546;COLEGIO GLOBO MAX;RUA GENERAL CAIADO DE CASTRO, 156;ENGENHEIRO LUCIANO CAVALCANTE;60821560;392
345;112;13897;FORTALEZA;1333;IGREJA DA GLÓRIA;AV OLIVEIRA PAIVA, 905;CIDADE DOS FUNCIONÁRIOS;60822130;386
346;112;13897;FORTALEZA;1236;EEFM D. LUIZA TÁVORA - PRÓ MORAR;RUA FREI CANECA, 379;JARDIM DAS OLIVEIRAS;60820000;381
347;112;13897;FORTALEZA;1520;EM PROF. LUIS COSTA;RUA JAIME LEONEL, 156;ENGENHEIRO LUCIANO CAVALCANTE;60810480;383
349;112;13897;FORTALEZA;1333;IGREJA DA GLÓRIA;AV OLIVEIRA PAIVA, 905;CIDADE DOS FUNCIONÁRIOS;60822130;388
352;112;13897;FORTALEZA;1058;COLÉGIO ÁGAPE;AV HERMINIO DE CASTRO, 140;PARQUE MANIBURA;60821825;397
353;112;13897;FORTALEZA;1155;EEEP JAIME ALENCAR DE OLIVEIRA - LICEU;AV ROGACIANO LEITE, 2285;JARDIM DAS OLIVEIRAS;60821060;395
356;112;13897;FORTALEZA;1520;EM PROF. LUIS COSTA;RUA JAIME LEONEL, 156;ENGENHEIRO LUCIANO CAVALCANTE;60810480;397
358;112;13897;FORTALEZA;1546;COLEGIO GLOBO MAX;RUA GENERAL CAIADO DE CASTRO, 156;ENGENHEIRO LUCIANO CAVALCANTE;60821560;396
359;112;13897;FORTALEZA;1597;CENTRO UNIVERSITARIO ESTACIO DO CEARA VIA CORPVS;RUA ELISEU UCHOA BECCO, 600;EDSON QUEIROZ;60810270;396
360;112;13897;FORTALEZA;1058;COLÉGIO ÁGAPE;AV HERMINIO DE CASTRO, 140;PARQUE MANIBURA;60821825;400
362;112;13897;FORTALEZA;1597;CENTRO UNIVERSITARIO ESTACIO DO CEARA VIA CORPVS;RUA ELISEU UCHOA BECCO, 600;EDSON QUEIROZ;60810270;396
363;112;13897;FORTALEZA;1546;COLEGIO GLOBO MAX;RUA GENERAL CAIADO DE CASTRO, 156;ENGENHEIRO LUCIANO CAVALCANTE;60821560;400
364;112;13897;FORTALEZA;1520;EM PROF. LUIS COSTA;RUA JAIME LEONEL, 156;ENGENHEIRO LUCIANO CAVALCANTE;60810480;395
366;112;13897;FORTALEZA;1058;COLÉGIO ÁGAPE;AV HERMINIO DE CASTRO, 140;PARQUE MANIBURA;60821825;399
369;112;13897;FORTALEZA;1546;COLEGIO GLOBO MAX;RUA GENERAL CAIADO DE CASTRO, 156;ENGENHEIRO LUCIANO CAVALCANTE;60821560;399
370;112;13897;FORTALEZA;1597;CENTRO UNIVERSITARIO ESTACIO DO CEARA VIA CORPVS;RUA ELISEU UCHOA BECCO, 600;EDSON QUEIROZ;60810270;398
371;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;338
372;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;332
373;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;334
374;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;393
375;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;345
376;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;330
377;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;331
378;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;333
379;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;339
380;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;339
381;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;334
382;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;331
383;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;328
384;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;334
385;112;13897;FORTALEZA;1600;EEFM WALTER DE SA CAVALCANTE;AVENIDA OLIVEIRA PAIVA, 550;CIDADE DOS FUNCIONÁRIOS;60822130;349
386;112;13897;FORTALEZA;1619;EEFM DOM ANTONIO DE ALMEIDA LUSTOSA;RUA ADOLFO MOREIRA DE CARVALHO, S/N;EDSON QUEIROZ;60811740;357
387;112;13897;FORTALEZA;1619;EEFM DOM ANTONIO DE ALMEIDA LUSTOSA;RUA ADOLFO MOREIRA DE CARVALHO, S/N;EDSON QUEIROZ;60811740;351
388;112;13897;FORTALEZA;1619;EEFM DOM ANTONIO DE ALMEIDA LUSTOSA;RUA ADOLFO MOREIRA DE CARVALHO, S/N;EDSON QUEIROZ;60811740;360
389;112;13897;FORTALEZA;1619;EEFM DOM ANTONIO DE ALMEIDA LUSTOSA;RUA ADOLFO MOREIRA DE CARVALHO, S/N;EDSON QUEIROZ;60811740;369
390;112;13897;FORTALEZA;1619;EEFM DOM ANTONIO DE ALMEIDA LUSTOSA;RUA ADOLFO MOREIRA DE CARVALHO, S/N;EDSON QUEIROZ;60811740;360
391;112;13897;FORTALEZA;1619;EEFM DOM ANTONIO DE ALMEIDA LUSTOSA;RUA ADOLFO MOREIRA DE CARVALHO, S/N;EDSON QUEIROZ;60811740;363
392;112;13897;FORTALEZA;1619;EEFM DOM ANTONIO DE ALMEIDA LUSTOSA;RUA ADOLFO MOREIRA DE CARVALHO, S/N;EDSON QUEIROZ;60811740;364
393;112;13897;FORTALEZA;1619;EEFM DOM ANTONIO DE ALMEIDA LUSTOSA;RUA ADOLFO MOREIRA DE CARVALHO, S/N;EDSON QUEIROZ;60811740;363
394;112;13897;FORTALEZA;1619;EEFM DOM ANTONIO DE ALMEIDA LUSTOSA;RUA ADOLFO MOREIRA DE CARVALHO, S/N;EDSON QUEIROZ;60811740;329
395;112;13897;FORTALEZA;1627;EEMTI PROFESSORA TECLA FERREIRA;RUA FRANCISCA BEZERRA, 417;SAPIRANGA;60832560;379
396;112;13897;FORTALEZA;1627;EEMTI PROFESSORA TECLA FERREIRA;RUA FRANCISCA BEZERRA, 417;SAPIRANGA;60832560;384
397;112;13897;FORTALEZA;1627;EEMTI PROFESSORA TECLA FERREIRA;RUA FRANCISCA BEZERRA, 417;SAPIRANGA;60832560;379
398;112;13897;FORTALEZA;1627;EEMTI PROFESSORA TECLA FERREIRA;RUA FRANCISCA BEZERRA, 417;SAPIRANGA;60832560;377
399;112;13897;FORTALEZA;1627;EEMTI PROFESSORA TECLA FERREIRA;RUA FRANCISCA BEZERRA, 417;SAPIRANGA;60832560;378
400;112;13897;FORTALEZA;1627;EEMTI PROFESSORA TECLA FERREIRA;RUA FRANCISCA BEZERRA, 417;SAPIRANGA;60832560;380
401;112;13897;FORTALEZA;1627;EEMTI PROFESSORA TECLA FERREIRA;RUA FRANCISCA BEZERRA, 417;SAPIRANGA;60832560;380
402;112;13897;FORTALEZA;1627;EEMTI PROFESSORA TECLA FERREIRA;RUA FRANCISCA BEZERRA, 417;SAPIRANGA;60832560;380
403;112;13897;FORTALEZA;1627;EEMTI PROFESSORA TECLA FERREIRA;RUA FRANCISCA BEZERRA, 417;SAPIRANGA;60832560;381
404;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;393
405;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;395
406;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;392
407;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;398
408;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;397
409;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;393
410;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;398
411;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;398
412;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;395
413;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;394
414;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;393
415;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;396
416;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;392
417;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;397
418;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;394
419;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;395
420;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;392
421;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;392
422;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;394
423;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;395
424;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;395
425;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;392
426;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;391
427;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;397
428;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;397
429;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;396
430;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;394
431;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;396
432;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;397
433;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;391
434;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;396
435;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;398
436;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;400
437;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;399
438;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;398
439;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;399
440;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;400
441;112;13897;FORTALEZA;1635;COLEGIO ARI DE SA CAVALCANTE (EDSON QUEIROZ);AV WASHINGTON SOARES, 3737;EDSON QUEIROZ;60811341;399
442;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;396
443;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;395
444;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;395
445;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;392
446;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;393
447;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;393
448;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;392
449;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;389
450;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;393
451;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;391
452;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;393
453;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;394
454;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;389
455;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;395
456;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;390
457;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;396
458;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;394
459;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;392
460;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;393
461;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;392
462;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;388
463;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;387
464;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;391
465;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;385
466;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;385
467;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;392
468;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;396
469;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;396
470;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;394
471;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;368
472;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;369
473;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;372
474;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;366
475;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;370
476;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;371
477;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;368
478;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;370
479;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;369
480;112;13897;FORTALEZA;1651;EM IRMA SIMAS;RUA JOSE SOBREIRA, 608;SAPIRANGA;60833055;366
481;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;371
482;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;373
483;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;367
484;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;369
485;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;368
486;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;365
487;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;368
488;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;371
489;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;367
490;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;370
491;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;364
492;112;13897;FORTALEZA;1660;EM PROFª ALDACI BARBOSA;RUA OLEGARIO MEMORIA, 1257;SAPIRANGA;60833045;365
493;112;13897;FORTALEZA;1678;COLEGIO MASTER SUL;RUA BENJAMIM MOURA, 631;CIDADE DOS FUNCIONÁRIOS;60822480;404
494;112;13897;FORTALEZA;1678;COLEGIO MASTER SUL;RUA BENJAMIM MOURA, 631;CIDADE DOS FUNCIONÁRIOS;60822480;405
495;112;13897;FORTALEZA;1678;COLEGIO MASTER SUL;RUA BENJAMIM MOURA, 631;CIDADE DOS FUNCIONÁRIOS;60822480;406
496;112;13897;FORTALEZA;1678;COLEGIO MASTER SUL;RUA BENJAMIM MOURA, 631;CIDADE DOS FUNCIONÁRIOS;60822480;407
497;112;13897;FORTALEZA;1678;COLEGIO MASTER SUL;RUA BENJAMIM MOURA, 631;CIDADE DOS FUNCIONÁRIOS;60822480;412
498;112;13897;FORTALEZA;1678;COLEGIO MASTER SUL;RUA BENJAMIM MOURA, 631;CIDADE DOS FUNCIONÁRIOS;60822480;414
499;112;13897;FORTALEZA;1678;COLEGIO MASTER SUL;RUA BENJAMIM MOURA, 631;CIDADE DOS FUNCIONÁRIOS;60822480;409
500;112;13897;FORTALEZA;1686;EM PROF MONTEIRO DE MORAES;AVENIDA EVILASIO ALMEIDA MIRANDA, 1608;SAPIRANGA;60834486;392
501;112;13897;FORTALEZA;1686;EM PROF MONTEIRO DE MORAES;AVENIDA EVILASIO ALMEIDA MIRANDA, 1608;SAPIRANGA;60834486;401
502;112;13897;FORTALEZA;1686;EM PROF MONTEIRO DE MORAES;AVENIDA EVILASIO ALMEIDA MIRANDA, 1608;SAPIRANGA;60834486;406
503;112;13897;FORTALEZA;1694;EM PROF FRANCISCO MAURICIO MATOS DOURADO;RUA  DES FLORIANO BENEVIDES MAGALHÃES, 391;EDSON QUEIROZ;60811690;329
504;112;13897;FORTALEZA;1694;EM PROF FRANCISCO MAURICIO MATOS DOURADO;RUA  DES FLORIANO BENEVIDES MAGALHÃES, 391;EDSON QUEIROZ;60811690;328
505;112;13897;FORTALEZA;1694;EM PROF FRANCISCO MAURICIO MATOS DOURADO;RUA  DES FLORIANO BENEVIDES MAGALHÃES, 391;EDSON QUEIROZ;60811690;327
506;112;13897;FORTALEZA;1694;EM PROF FRANCISCO MAURICIO MATOS DOURADO;RUA  DES FLORIANO BENEVIDES MAGALHÃES, 391;EDSON QUEIROZ;60811690;338
507;112;13897;FORTALEZA;1694;EM PROF FRANCISCO MAURICIO MATOS DOURADO;RUA  DES FLORIANO BENEVIDES MAGALHÃES, 391;EDSON QUEIROZ;60811690;347
508;112;13897;FORTALEZA;1694;EM PROF FRANCISCO MAURICIO MATOS DOURADO;RUA  DES FLORIANO BENEVIDES MAGALHÃES, 391;EDSON QUEIROZ;60811690;340
509;112;13897;FORTALEZA;1694;EM PROF FRANCISCO MAURICIO MATOS DOURADO;RUA  DES FLORIANO BENEVIDES MAGALHÃES, 391;EDSON QUEIROZ;60811690;336
511;112;13897;FORTALEZA;1058;COLÉGIO ÁGAPE;AV HERMINIO DE CASTRO, 140;PARQUE MANIBURA;60821825;400
512;112;13897;FORTALEZA;1643;UNIVERSIDADE DE FORTALEZA - UNIFOR;AVENIDA WASHINGTON SOARES, 1321;EDSON QUEIROZ;60811905;395
513;112;13897;FORTALEZA;1597;CENTRO UNIVERSITARIO ESTACIO DO CEARA VIA CORPVS;RUA ELISEU UCHOA BECCO, 600;EDSON QUEIROZ;60810270;398
514;112;13897;FORTALEZA;1058;COLÉGIO ÁGAPE;AV HERMINIO DE CASTRO, 140;PARQUE MANIBURA;60821825;400
515;112;13897;FORTALEZA;1058;COLÉGIO ÁGAPE;AV HERMINIO DE CASTRO, 140;PARQUE MANIBURA;60821825;399
516;112;13897;FORTALEZA;1155;EEEP JAIME ALENCAR DE OLIVEIRA - LICEU;AV ROGACIANO LEITE, 2285;JARDIM DAS OLIVEIRAS;60821060;400
517;112;13897;FORTALEZA;1520;EM PROF. LUIS COSTA;RUA JAIME LEONEL, 156;ENGENHEIRO LUCIANO CAVALCANTE;60810480;275
518;112;13897;FORTALEZA;1546;COLEGIO GLOBO MAX;RUA GENERAL CAIADO DE CASTRO, 156;ENGENHEIRO LUCIANO CAVALCANTE;60821560;400
